;Formula;Format;Comments;Code;Summary;"DCA Formula";"Use Workflow";"Storage Format";"Referenced By";"Cell Count";"Size (GB)";"Clean Cells";Id;AutoCalculation;"Last Update";"Obfuscation Formula";"Stable View Formula";"User View Formula";"Error Comment"
Item;"ITEM('L BE')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000005,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"name, code, 'M02.01.02 Импорт факта (ручной)'.'Item БЕ'";17;1.2665987014771E-7;;129000000013;true;;;ITEM('101000000005');"ITEM('L BE')";
name;NAME('Item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L БЕ-Домен', 'Имя БЕ для скрипта', 'M05.02.10 REPORT PL МСФО/РСБУ по БЕ'.'org_be', 'Форма НДС Расчет БЕ'.'org_be', 'M02.01.02 Импорт факта (ручной)'.'БЕ распознано'";17;0;;129000000226;true;;;NAME('129000000013');NAME('Item');
code;CODE('Item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L2 ЮЛ'.'Код БЕ', 'L БЕ-Домен', 'Код БЕ для скрипта', 'M05.02.08 REPORT Детализация PL с версиями'.'x БЕ ref', 'M05.03.05 REPORT Детализация CF с версиями'.'БЕ ref'";17;0;;129000000563;true;;;CODE('129000000013');CODE('Item');
Наименование;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Display Name', 'Имя БЕ для скрипта', 'M05.02.08 REPORT Детализация PL с версиями'.'сделка_custom', 'Импорт LAM_данные CRM по БЕ'.'ID Сделки Custom', 'M02.02.06 IMPORT 1С:УХ ручной слой'.'ID Сделки Custom', 'M02.02.02 IMPORT CRM все направления, кроме ВГО, ручной слой'.'ID Сделки Custom', 'M02.02.04 IMPORT CRM ВГО ручной слой'.'ID Сделки Custom', 'M02.02.10 Ручной ввод Extra Gap'.'ID Сделки Custom', 'M02.02.11 IMPORT План расходов ТД CRM и EG'.'ID Сделки Custom', 'M02.02.11 IMPORT План расходов ТД CRM и EG'.'ID Сделки Custom text', 'M02.02.14 IMPORT План расходов ТД 1С:УХ'.'ID Сделки Custom'";17;0;;129000000331;true;;;;;
"Display Name";'Наименование';"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Форма LAM_источник CRM и ручной ввод'.'БЕ для расчета'";17;0;;129000000332;true;;;'129000000331';'Наименование';
Кластер;;"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000059,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Кластер текст'";17;1.2665987014771E-7;;129000000267;true;;;;;
"Кластер текст";TEXT('Кластер');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.02.08 REPORT Детализация PL с версиями'.Кластер, 'M05.03.05 REPORT Детализация CF с версиями'.Кластер";17;0;;129000000723;true;;;TEXT('129000000267');TEXT('Кластер');
"is parent?";IS_PARENT();"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Ввод Capex (проекты) расчет'.'Фильтр выгрузки CF', 'Ввод Capex (проекты) расчет'.'Фильтр выгрузки PL v.2', 'Ввод Capex (проекты) расчет'.'В PL и CF по БЕ', 'Ввод Capex (проекты) расчет'.'В PL и CF по Доменам'";17;3.1664967536926E-8;;129000000707;true;;;IS_PARENT();IS_PARENT();
"L БЕ-Домен";"IF FINDITEM('L БЕ-Домен', 'name', list, case_insensitive) <> """" THEN FINDITEM('L БЕ-Домен', 'name', list, case_insensitive) ELSE FINDITEM('L БЕ-Домен', 'code')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000088,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L Домены'";17;1.2665987014771E-7;;129000000713;true;;;"IF FINDITEM('101000000088', '129000000226',list, case_insensitive) <> """" THEN FINDITEM('101000000088', '129000000226',list, case_insensitive) ELSE FINDITEM('101000000088', '129000000563')";"IF FINDITEM('L БЕ-Домен', 'name', list, case_insensitive) <> """" THEN FINDITEM('L БЕ-Домен', 'name', list, case_insensitive) ELSE FINDITEM('L БЕ-Домен', 'code')";
"L Домены";"PROPERTY('L БЕ-Домен'.'L Домены', 'L БЕ-Домен')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000083,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.03.05 REPORT Детализация CF с версиями'.'Домен Контрагента', 'Ввод Capex (проекты)'.Домен, 'Импорт Расходы по ЦФО OPEX ручной ввод (ЦФО)'.Домен, 'Импорт Расходы ЦСП'.'Домен (Авто)', 'M05.02.11 REPORT PL по БЕ'.praviloobrabotki, 'Свод данных по БК и ЦК new'.Домен, 'M05.04.08 REPORT LAM_Выручка'.Домен, 'M05.04.09 REPORT LAM_Себестоимость'.Домен, 'M05.04.10 REPORT LAM_GM1'.Домен, 'M05.04.11 REPORT LAM_GM1, %'.Домен, 'M05.02.12 REPORT PL по БЕ и направлениям'.praviloobrabotki, 'M02.02.06 IMPORT 1С:УХ ручной слой'.'хх Домен от контрагента распознано', 'M02.02.02 IMPORT CRM все направления, кроме ВГО, ручной слой'.'хх Домен от контрагента распознано', 'M02.02.02 IMPORT CRM все направления, кроме ВГО, ручной слой'.'Домен распознано', 'M03.01.01 Свод по выручке'.'Домен от контрагента', 'M02.02.04 IMPORT CRM ВГО ручной слой'.'хх Домен от контрагента распознано', 'M02.02.04 IMPORT CRM ВГО ручной слой'.'Домен распознано', 'M02.02.08 Ручной ввод Расходы и Доходы'.Домен, 'M02.02.09 Ручной ввод Расходы по ЦФО OPEX'.Домен, 'M02.02.10 Ручной ввод Extra Gap'.'Домен распознано', 'M02.02.11 IMPORT План расходов ТД CRM и EG'.'Домен от контрагента', 'M02.04.02 Импорт выручки из Биллинга, ручной слой'.Домен, 'Капитализация НМА'.Домен, 'M03.01.15 MC. Перераспределение расходов по ЦФО OPEX'.Домен, 'Форма LAM_Сделки Custom'.'Домен распознано', 'M03.01.15 MC. Перераспределение расходов по ЦФО OPEX test'.Домен";17;1.2665987014771E-7;;129000000725;true;;;"PROPERTY('129000000726', '129000000713')";"PROPERTY('L БЕ-Домен'.'L Домены', 'L БЕ-Домен')";
"Имя БЕ для скрипта";"IF 'Наименование' <> """" THEN ""'"" & 'name' & ""'"" ELSE DEFAULT_VALUE()";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"Variables.'Список БЕ в модели', Variables.'Список БЕ в модели ЦСП и HR', 'M01.02.14 Выбор параметров загрузки'.'БЕ для факта'";17;0;;129000000748;true;;;"if '129000000331' <> """" then ""'"" & '129000000226' & ""'"" else default_value()";"IF 'Наименование' <> """" THEN ""'"" & 'name' & ""'"" ELSE DEFAULT_VALUE()";
"Код БЕ для скрипта";"IF 'code' <> """" THEN ""'"" & 'code' & ""'"" ELSE DEFAULT_VALUE()";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"Variables.'Список кодов БЕ в модели'";17;0;;129000000886;true;;;"if  '129000000563' <> """" then ""'"" & '129000000563' & ""'"" else default_value()";"IF 'code' <> """" THEN ""'"" & 'code' & ""'"" ELSE DEFAULT_VALUE()";
"L BE tech";;"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000117,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Форма НДС БЕ'.'НДС к уплате в моделе домена'";17;1.2665987014771E-7;;129000000779;true;;;;;
"Фильтр отбора";"IN_DIMENSION('s БЕ ЦСП')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"Variables.'Список БЕ в модели', Variables.'Список БЕ в модели ЦСП и HR', Variables.'Список кодов БЕ в модели', 'M01.02.14 Выбор параметров загрузки'.'БЕ для факта'";17;3.1664967536926E-8;;129000000749;true;;;in_dimension('109000000153');"IN_DIMENSION('s БЕ ЦСП')";
"< - - - Основные справочники - - - >";;;;;;;;;;0;0;;101000000004;;;;;;
"L DWH fields";;;;;;;;;;0;0;;101000000107;;;;;;
"L Системы отчетности";;;;;;;;;;0;0;;101000000100;;;;;;
"L0 Кластер";;;;;;;;;;42;1.0430812835693E-7;;101000000059;;;;;;
item;"ITEM('L0 Кластер')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000059,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"name, code";14;1.0430812835693E-7;;129000000273;true;;;ITEM('101000000059');"ITEM('L0 Кластер')";
name;NAME('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;14;0;;129000000274;true;;;NAME('129000000273');NAME('item');
code;CODE('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L2 ЮЛ'.'Код Кластера'";14;0;;129000000565;true;;;CODE('129000000273');CODE('item');
"L Домены";;;;;;;;;;50;7.4505805969238E-8;;101000000083;;;;;;
Комментарий;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;10;0;;129000000814;true;;;;;
item;"ITEM('L Домены')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000083,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"name, code";10;7.4505805969238E-8;;129000000558;true;;;ITEM('101000000083');"ITEM('L Домены')";
name;NAME('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.02.01 REPORT PL по Доменам'.praviloobrabotki, 'M05.02.08 REPORT Детализация PL с версиями'.'Домен ref', 'M02.01.02 Импорт факта (ручной)'.'Домен распознано'";10;0;;129000000559;true;;;NAME('129000000558');NAME('item');
code;CODE('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;10;0;;129000000560;true;;;CODE('129000000558');CODE('item');
"Display Name";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;10;0;;129000000561;true;;;;;
"L БЕ-Домен";;;;;;;;;;180;6.0349702835083E-7;;101000000088;;;;;;
БЕ;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;36;0;;129000000652;true;;;;;
"Display Name";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;36;0;;129000000653;true;;;;;
"Уровень БЕ?";TRUE;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;36;6.7055225372314E-8;;129000000669;true;;;TRUE;TRUE;
"L BE";"IF FINDITEM('L BE', NAME(ITEM('L БЕ-Домен')), list, case_insensitive) <> """" THEN FINDITEM('L BE', NAME(ITEM('L БЕ-Домен')), list, case_insensitive) ELSE FINDITEM('L BE', CODE(ITEM('L БЕ-Домен')))";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000005,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;36;2.6822090148926E-7;;129000000714;true;;;"IF FINDITEM('101000000005', NAME(ITEM('101000000088')),list, case_insensitive) <> """" THEN FINDITEM('101000000005', NAME(ITEM('101000000088')),list, case_insensitive) ELSE FINDITEM('101000000005', CODE(ITEM('101000000088')))";"IF FINDITEM('L BE', NAME(ITEM('L БЕ-Домен')), list, case_insensitive) <> """" THEN FINDITEM('L BE', NAME(ITEM('L БЕ-Домен')), list, case_insensitive) ELSE FINDITEM('L BE', CODE(ITEM('L БЕ-Домен')))";
"L Домены";"PARENT(ITEM('L БЕ-Домен'))";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000083,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L BE'.'L Домены'";36;2.6822090148926E-7;;129000000726;true;;;PARENT(ITEM('101000000088'));"PARENT(ITEM('L БЕ-Домен'))";
"L Доп ЮЛ";;;;;;;;;;0;0;;101000000044;;;;;;
"L Сделки";;;"Сделки входящие данные";;;;;;;1513308;0.0060051754117012;;101000000006;;;;;;
source;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;32898;0;;129000000912;true;;;;;
"Display Name";CODE('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Импорт LAM_данные CRM по БЕ'.'ID Сделки Custom', 'M03.01.02 Воронка CRM и EG без 1С:УХ'.'ID Сделки', 'M03.01.03 Сводный план Технической Дирекции'.'ID Сделки'";32898;0;;129000000046;true;;;CODE('129000000063');CODE('item');
item;"ITEM('L Сделки')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000006,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Display Name', Код, 'Исходные данные для плана расходов'.Сделка, 'M01.04.31 MAP Сделки - Проекты'.Проект";32898;0.0002451092004776;;129000000063;true;;;ITEM('101000000006');"ITEM('L Сделки')";
Код;CODE('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Name Сделка custom', 'Удалить?', 'Для удаления', 'M05.02.08 REPORT Детализация PL с версиями'.'id Сделки', 'M05.03.05 REPORT Детализация CF с версиями'.Сделка, 'Импорт LAM_данные CRM по БЕ'.'Код сделки', 'M02.02.14 IMPORT План расходов ТД 1С:УХ'.'Код Сделки', 'ML01.03.08 Сделки'.'ID Сделки', 'Форма LAM_источник CRM и ручной ввод'.'id Сделки'";32898;0;;129000000091;true;;;CODE('129000000063');CODE('item');
БЕ;;"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":109000000002,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;32898;0.0002451092004776;;129000000295;true;;;;;
Домен;;"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000083,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;32898;0.0002451092004776;;129000000567;true;;;;;
